date,SP500
31-10-2016,2126.15
01-11-2016,2111.72
02-11-2016,2097.94
03-11-2016,2088.66
04-11-2016,2085.18
07-11-2016,2131.52
08-11-2016,2139.56
09-11-2016,2163.26
10-11-2016,2167.48
11-11-2016,2164.45
14-11-2016,2164.2
15-11-2016,2180.39
16-11-2016,2176.94
17-11-2016,2187.12
18-11-2016,2181.9
21-11-2016,2198.18
22-11-2016,2202.94
23-11-2016,2204.72
25-11-2016,2213.35
28-11-2016,2201.72
29-11-2016,2204.66
30-11-2016,2198.81
01-12-2016,2191.08
02-12-2016,2191.95
05-12-2016,2204.71
06-12-2016,2212.23
07-12-2016,2241.35
08-12-2016,2246.19
09-12-2016,2259.53
12-12-2016,2256.96
13-12-2016,2271.72
14-12-2016,2253.28
15-12-2016,2262.03
16-12-2016,2258.07
19-12-2016,2262.53
20-12-2016,2270.76
21-12-2016,2265.18
22-12-2016,2260.96
23-12-2016,2263.79
27-12-2016,2268.88
28-12-2016,2249.92
29-12-2016,2249.26
30-12-2016,2238.83
